age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
29,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
55,Private,Some-college,10,Married,Adm-clerical,Husband,Black,Male,25,United-States,<=50K
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,24,United-States,<=50K
54,Private,10th,6,Married,Transport-moving,Husband,Black,Male,40,United-States,<=50K
27,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K
43,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,<=50K
17,?,10th,6,Never-married,?,Own-child,White,Male,40,United-States,<=50K
48,Public,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,72,United-States,<=50K
34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
66,?,9th,5,Married,?,Husband,Black,Male,40,United-States,<=50K
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
43,?,Some-college,10,Separated,?,Not-in-family,Black,Male,40,United-States,<=50K
37,Private,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
56,Private,Some-college,10,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
58,Private,10th,6,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
54,Self-employed,Bachelors,13,Married,Sales,Husband,Black,Male,40,Jamaica,<=50K
45,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,41,United-States,<=50K
29,Self-employed,HS-grad,9,Married,Other-service,Husband,White,Male,40,United-States,<=50K
26,Private,Assoc-acdm,12,Married,Adm-clerical,Wife,White,Female,40,United-States,<=50K
43,Private,HS-grad,9,Married,Adm-clerical,Husband,Black,Male,40,United-States,>50K
33,Public,HS-grad,9,Married,Other-service,Husband,White,Male,40,United-States,<=50K
45,Self-employed,Some-college,10,Married,Other-service,Husband,White,Male,42,United-States,<=50K
25,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,30,United-States,<=50K
25,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
69,?,Prof-school,15,Divorced,?,Not-in-family,White,Male,5,United-States,<=50K
37,Private,Assoc-acdm,12,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,25,United-States,<=50K
39,Private,Masters,14,Married,Prof-specialty,Wife,White,Female,24,United-States,>50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
27,Public,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,40,United-States,<=50K
55,Private,5th-6th,3,Married,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
39,Private,11th,7,Married,Prof-specialty,Husband,White,Male,60,United-States,<=50K
41,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,<=50K
34,Private,1st-4th,2,Married,Craft-repair,Husband,White,Male,40,Mexico,<=50K
51,Private,Assoc-voc,11,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
67,Public,Doctorate,16,Married,Prof-specialty,Husband,Black,Male,12,?,<=50K
40,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
58,Private,Assoc-acdm,12,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
45,Public,Masters,14,Married,Prof-specialty,Husband,White,Male,50,United-States,>50K
51,Private,Bachelors,13,Married,Sales,Husband,White,Male,50,United-States,>50K
43,Public,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K
25,Public,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,50,United-States,<=50K
36,Self-employed,Bachelors,13,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
58,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,50,United-States,<=50K
33,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
60,Public,Assoc-voc,11,Married,Other-service,Husband,White,Male,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,South,<=50K
45,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,46,United-States,<=50K
49,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
19,Private,12th,8,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
34,Public,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,38,Philippines,<=50K
42,Public,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,50,United-States,<=50K
73,?,HS-grad,9,Married,?,Husband,White,Male,15,United-States,<=50K
59,Self-employed,5th-6th,3,Married,Other-service,Husband,White,Male,15,El-Salvador,<=50K
28,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
19,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,30,United-States,<=50K
31,Public,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
58,Public,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,48,United-States,<=50K
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,13,?,<=50K
47,Self-employed,HS-grad,9,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
30,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,>50K
41,Private,7th-8th,4,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,40,China,<=50K
59,?,10th,6,Divorced,?,Not-in-family,White,Female,40,England,<=50K
43,Private,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,51,United-States,>50K
48,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
44,Private,Bachelors,13,Married,Sales,Husband,White,Male,50,United-States,>50K
44,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,<=50K
28,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,43,United-States,<=50K
50,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,10,United-States,<=50K
33,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
23,Public,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,50,United-States,<=50K
30,?,HS-grad,9,Never-married,?,Own-child,White,Male,40,United-States,<=50K
46,Private,10th,6,Married,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
21,Public,Some-college,10,Never-married,Tech-support,Own-child,White,Male,10,United-States,<=50K
52,Private,9th,5,Separated,Other-service,Not-in-family,Black,Female,30,United-States,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
27,Public,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,12,United-States,<=50K
28,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Nicaragua,<=50K
50,Self-employed,Bachelors,13,Married,Sales,Husband,White,Male,60,United-States,>50K
28,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,35,United-States,<=50K
61,Self-employed,11th,7,Married,Exec-managerial,Husband,White,Male,20,United-States,<=50K
32,Private,7th-8th,4,Separated,Sales,Unmarried,White,Female,35,United-States,<=50K
30,Public,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
51,Public,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
40,Public,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,>50K
36,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,<=50K
28,Private,Some-college,10,Divorced,Other-service,Other-relative,Black,Male,24,United-States,<=50K
49,Private,Assoc-acdm,12,Married,Prof-specialty,Husband,White,Male,45,United-States,>50K
61,Self-employed,7th-8th,4,Married,Transport-moving,Husband,White,Male,30,United-States,<=50K
41,Self-employed,Bachelors,13,Married,Exec-managerial,Husband,White,Male,60,United-States,>50K
55,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,30,United-States,<=50K
36,Private,Bachelors,13,Married,Prof-specialty,Wife,White,Female,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
57,Self-employed,Some-college,10,Married,Transport-moving,Husband,White,Male,45,United-States,>50K
49,Self-employed,Prof-school,15,Married,Prof-specialty,Husband,White,Male,37,United-States,>50K
59,Private,11th,7,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
41,Private,Some-college,10,Separated,Sales,Not-in-family,White,Male,80,United-States,>50K
59,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K
42,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
41,Public,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,60,United-States,<=50K
45,Public,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
36,Private,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,40,?,<=50K
42,Public,Assoc-acdm,12,Married,Exec-managerial,Wife,White,Female,45,United-States,>50K
25,Private,Bachelors,13,Married,Prof-specialty,Husband,White,Male,40,United-States,<=50K
45,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
58,Self-employed,HS-grad,9,Married,Sales,Husband,White,Male,40,United-States,>50K
39,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
22,Self-employed,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,50,United-States,>50K
53,Self-employed,Some-college,10,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
22,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,?,>50K
27,Private,9th,5,Married,Protective-serv,Husband,White,Male,40,Guatemala,<=50K
60,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,25,United-States,<=50K
46,Private,Bachelors,13,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
56,Self-employed,Prof-school,15,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
36,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
56,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,32,United-States,<=50K
35,?,Some-college,10,Married,?,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
29,Self-employed,Bachelors,13,Married,Exec-managerial,Husband,White,Male,70,United-States,<=50K
19,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,39,United-States,<=50K
38,Private,HS-grad,9,Married,Other-service,Husband,White,Male,40,United-States,<=50K
40,Public,Some-college,10,Married,Tech-support,Husband,White,Male,40,United-States,>50K
52,Private,Assoc-acdm,12,Married,Exec-managerial,Husband,White,Male,55,United-States,>50K
22,Private,Some-college,10,Married,Exec-managerial,Wife,White,Female,40,United-States,<=50K
32,Public,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,25,United-States,<=50K
27,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,Guatemala,<=50K
36,Private,Masters,14,Married,Prof-specialty,Husband,Other,Male,40,Iran,>50K
22,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K
32,Self-employed,HS-grad,9,Married,Craft-repair,Husband,White,Male,45,United-States,<=50K
37,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,54,United-States,<=50K
29,Private,HS-grad,9,Married,Adm-clerical,Wife,White,Female,40,United-States,>50K
42,Private,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,United-States,<=50K
45,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,38,United-States,<=50K
33,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
39,Private,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
27,Private,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,United-States,<=50K
53,Public,Bachelors,13,Married,Prof-specialty,Wife,White,Female,50,United-States,>50K
30,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
52,Self-employed,Some-college,10,Widowed,Craft-repair,Not-in-family,Black,Male,35,United-States,<=50K
43,Self-employed,Bachelors,13,Married,Sales,Husband,White,Male,60,United-States,>50K
47,Public,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,>50K
61,Private,HS-grad,9,Married,Protective-serv,Husband,Black,Male,40,India,<=50K
39,Public,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,40,Dominican-Republic,<=50K
47,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,50,United-States,<=50K
19,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,25,United-States,<=50K
37,Private,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,51,United-States,<=50K
69,Self-employed,Assoc-voc,11,Married,Sales,Husband,White,Male,8,United-States,<=50K
22,?,Some-college,10,Never-married,?,Own-child,White,Male,25,United-States,<=50K
29,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Other,Male,14,United-States,<=50K
42,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,40,Poland,<=50K
30,Public,Bachelors,13,Married,Protective-serv,Husband,White,Male,72,United-States,>50K
28,Private,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,80,United-States,>50K
27,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
53,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
35,Public,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
22,Private,12th,8,Married,Transport-moving,Husband,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Separated,Protective-serv,Own-child,Black,Male,40,United-States,<=50K
38,Public,Bachelors,13,Married,Prof-specialty,Wife,Black,Female,40,United-States,>50K
27,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
30,Private,9th,5,Married,Other-service,Husband,White,Male,37,United-States,<=50K
27,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,50,United-States,<=50K
25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
36,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,4,United-States,<=50K
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
70,Private,10th,6,Widowed,Craft-repair,Unmarried,White,Male,45,United-States,<=50K
50,Private,HS-grad,9,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
40,Private,Some-college,10,Married,Other-service,Wife,White,Female,35,United-States,<=50K
34,Private,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,55,United-States,<=50K
57,Self-employed,HS-grad,9,Married,Craft-repair,Husband,White,Male,50,United-States,<=50K
39,Private,Masters,14,Never-married,Other-service,Not-in-family,White,Female,32,United-States,<=50K
49,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
43,Private,Some-college,10,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,Japan,<=50K
60,Self-employed,Some-college,10,Married,Sales,Husband,White,Male,50,United-States,<=50K
46,Private,Masters,14,Married,Prof-specialty,Husband,White,Male,50,United-States,>50K
26,Private,Some-college,10,Married,Transport-moving,Husband,White,Male,55,United-States,>50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
31,Private,Some-college,10,Married,Adm-clerical,Wife,Black,Female,40,United-States,<=50K
59,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,50,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,White,Female,20,United-States,<=50K
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,24,United-States,<=50K
22,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,45,United-States,<=50K
24,Private,Assoc-acdm,12,Married,Sales,Own-child,White,Female,20,United-States,<=50K
53,Public,10th,6,Married,Transport-moving,Husband,White,Male,40,United-States,>50K
43,Private,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,42,United-States,>50K
24,Private,Some-college,10,Married,Tech-support,Husband,White,Male,50,United-States,>50K
60,Private,10th,6,Widowed,Tech-support,Unmarried,White,Female,40,United-States,<=50K
24,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
52,Public,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K
32,Private,Assoc-voc,11,Married,Transport-moving,Husband,White,Male,99,United-States,>50K
34,Private,10th,6,Separated,Other-service,Not-in-family,White,Female,35,United-States,<=50K
35,Public,Assoc-acdm,12,Married,Protective-serv,Husband,White,Male,40,United-States,>50K
38,Private,9th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,<=50K
34,Self-employed,HS-grad,9,Married,Farming-fishing,Husband,White,Male,90,United-States,<=50K
53,Public,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
40,Private,Some-college,10,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
40,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
50,Private,HS-grad,9,Married,Farming-fishing,Husband,White,Male,60,United-States,>50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
53,Public,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,54,United-States,<=50K
32,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,>50K
43,?,HS-grad,9,Never-married,?,Other-relative,White,Female,40,United-States,<=50K
18,Private,11th,7,Never-married,Sales,Own-child,White,Male,16,United-States,<=50K
62,Private,10th,6,Divorced,Other-service,Own-child,White,Female,40,United-States,<=50K
45,Private,Masters,14,Married,Other-service,Husband,White,Male,40,United-States,<=50K
46,Private,Doctorate,16,Married,Prof-specialty,Husband,White,Male,70,United-States,<=50K
73,Self-employed,7th-8th,4,Married,Farming-fishing,Husband,White,Male,40,United-States,<=50K
64,Private,Doctorate,16,Married,Prof-specialty,Husband,White,Male,60,United-States,>50K
26,Private,Bachelors,13,Married,Prof-specialty,Wife,White,Female,45,United-States,>50K
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Vietnam,<=50K
51,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
35,Self-employed,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,55,United-States,<=50K
39,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,>50K
35,Self-employed,Masters,14,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,>50K
41,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
31,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K
40,Private,Bachelors,13,Married,Sales,Husband,White,Male,50,United-States,>50K
46,Public,Prof-school,15,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K
41,Self-employed,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Honduras,<=50K
42,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
21,?,Some-college,10,Never-married,?,Own-child,White,Male,35,United-States,<=50K
49,Private,Some-college,10,Married,Adm-clerical,Husband,White,Male,45,United-States,>50K
53,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Male,40,United-States,<=50K
38,Public,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,43,United-States,>50K
36,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,Taiwan,<=50K
32,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,72,Mexico,<=50K
20,Private,11th,7,Never-married,Transport-moving,Other-relative,White,Male,40,Guatemala,<=50K
17,?,11th,7,Never-married,?,Own-child,White,Male,10,United-States,<=50K
22,Private,Some-college,10,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,32,United-States,<=50K
25,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,<=50K
58,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,<=50K
48,Public,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,40,United-States,>50K
20,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,30,El-Salvador,<=50K
60,Self-employed,Some-college,10,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
20,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,30,United-States,<=50K
52,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,45,United-States,>50K
36,Private,HS-grad,9,Married,Transport-moving,Wife,White,Female,40,United-States,>50K
46,Public,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
22,Private,11th,7,Never-married,Sales,Unmarried,White,Female,25,United-States,<=50K
19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,<=50K
37,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,40,United-States,<=50K
30,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,40,United-States,>50K
44,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,25,United-States,<=50K
63,?,HS-grad,9,Married,?,Husband,White,Male,25,United-States,<=50K
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,45,Canada,<=50K
31,Self-employed,Bachelors,13,Married,Sales,Husband,White,Male,50,United-States,<=50K
17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
67,Private,Masters,14,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
46,Private,7th-8th,4,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
29,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,6,United-States,<=50K
27,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K
35,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K
36,Private,12th,8,Separated,Other-service,Unmarried,White,Female,40,Mexico,<=50K
43,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
62,Public,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K
59,Private,Prof-school,15,Married,Transport-moving,Husband,Black,Male,50,United-States,>50K
37,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
46,Public,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,43,United-States,<=50K
29,Private,11th,7,Separated,Sales,Not-in-family,White,Female,42,United-States,<=50K
33,Private,Bachelors,13,Married,Exec-managerial,Wife,White,Female,40,United-States,>50K
62,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
46,Private,Doctorate,16,Married,Prof-specialty,Husband,White,Male,55,United-States,>50K
28,Private,10th,6,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K
46,Public,Masters,14,Married,Armed-Forces,Husband,White,Male,40,United-States,>50K
54,Self-employed,Some-college,10,Married,Sales,Husband,White,Male,40,United-States,>50K
34,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,72,United-States,<=50K
67,?,Doctorate,16,Married,?,Husband,White,Male,20,Canada,>50K
62,Private,Bachelors,13,Married,Sales,Husband,White,Male,20,United-States,>50K
30,Private,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,40,Poland,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K
49,?,7th-8th,4,Married,?,Husband,White,Male,99,United-States,<=50K
27,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,45,United-States,<=50K
36,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,50,United-States,>50K
52,Private,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
47,Private,12th,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K
57,Public,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K
64,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
56,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,40,United-States,<=50K
53,Private,11th,7,Widowed,Other-service,Own-child,White,Female,47,United-States,<=50K
53,Private,Bachelors,13,Married,Craft-repair,Husband,White,Male,44,United-States,>50K
31,Private,Some-college,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,40,South,<=50K
41,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,45,United-States,>50K
45,Public,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K
63,?,Bachelors,13,Married,?,Husband,White,Male,45,United-States,<=50K
