age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
42.0,Private,8,Married,Craft-repair,Black,Male,60,>50K
39.0,Private,6,Married,Handlers-cleaners,White,Male,45,<=50K
47.0,Private,10,Married,Craft-repair,White,Male,40,>50K
51.0,Self-employed,13,Married,Protective-serv,Black,Male,40,>50K
26.0,Private,9,Married,Handlers-cleaners,White,Male,48,<=50K
35.0,Public,9,Never-married,Other-service,Black,Female,40,<=50K
34.0,Private,14,Never-married,Prof-specialty,White,Male,50,<=50K
61.0,Private,4,Married-spouse-absent,Machine-op-inspct,White,Male,40,<=50K
62.0,Private,9,Married,Transport-moving,White,Male,40,<=50K
29.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
19.0,Private,9,Never-married,Other-service,White,Female,52,<=50K
37.0,Self-employed,15,Married,Prof-specialty,White,Male,50,>50K
53.0,Private,13,Married,Prof-specialty,White,Male,55,>50K
35.0,Private,9,Never-married,Sales,White,Male,45,<=50K
18.0,Private,10,Divorced,Other-service,White,Male,15,<=50K
60.0,Private,10,Widowed,Sales,White,Female,27,<=50K
39.0,Public,10,Married,Handlers-cleaners,White,Male,60,>50K
37.0,Private,2,Married,Transport-moving,White,Male,40,<=50K
31.0,Private,9,Married,Adm-clerical,White,Male,50,<=50K
42.0,Public,15,Divorced,Prof-specialty,White,Female,40,<=50K
43.0,Public,13,Divorced,Exec-managerial,White,Male,40,>50K
23.0,Private,9,Never-married,Exec-managerial,White,Male,45,<=50K
31.0,Private,10,Married,Adm-clerical,White,Male,40,<=50K
22.0,Private,13,Never-married,Exec-managerial,White,Female,30,<=50K
33.0,Private,9,Married,Machine-op-inspct,White,Female,46,>50K
54.0,Self-employed,13,Married,Craft-repair,White,Male,50,<=50K
33.0,Private,6,Never-married,Machine-op-inspct,White,Female,45,<=50K
41.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
34.0,Private,8,Married,Craft-repair,White,Male,40,<=50K
29.0,Private,9,Never-married,Exec-managerial,White,Male,50,<=50K
41.0,Private,9,Married,Craft-repair,White,Male,4,<=50K
56.0,Private,5,Married,Sales,White,Male,40,<=50K
23.0,Private,9,Never-married,Transport-moving,White,Male,40,<=50K
58.0,Private,10,Married,Prof-specialty,White,Male,42,<=50K
52.0,Public,8,Married,Craft-repair,White,Male,40,<=50K
37.0,Private,16,Married,Prof-specialty,Asian-Pac-Islander,Male,40,<=50K
26.0,Private,9,Married,Machine-op-inspct,White,Male,45,<=50K
23.0,Private,13,Never-married,Sales,White,Male,25,<=50K
40.0,Self-employed,13,Married,Sales,White,Male,40,>50K
22.0,Private,10,Never-married,Adm-clerical,White,Male,50,<=50K
26.0,Self-employed,9,Separated,Sales,White,Female,20,<=50K
25.0,Private,9,Never-married,Adm-clerical,Black,Female,40,<=50K
51.0,Private,7,Married,Machine-op-inspct,White,Male,40,<=50K
17.0,Private,6,Never-married,Prof-specialty,White,Male,20,<=50K
34.0,Private,10,Married,Craft-repair,White,Male,40,>50K
44.0,Private,7,Married,Other-service,Black,Male,60,<=50K
18.0,Private,7,Never-married,Transport-moving,White,Male,20,<=50K
58.0,Private,9,Married,Craft-repair,Black,Male,40,<=50K
21.0,Private,7,Married,Craft-repair,White,Male,40,<=50K
46.0,Self-employed,14,Never-married,Exec-managerial,White,Male,25,<=50K
26.0,Private,9,Married,Farming-fishing,White,Male,70,<=50K
21.0,Private,10,Never-married,Other-service,White,Male,35,<=50K
31.0,Private,11,Married,Prof-specialty,White,Male,45,<=50K
37.0,Private,10,Married,Other-service,White,Male,40,<=50K
51.0,Private,13,Married,Prof-specialty,White,Male,70,>50K
20.0,Private,10,Never-married,Sales,White,Female,20,<=50K
21.0,Public,14,Never-married,Transport-moving,White,Male,15,<=50K
28.0,Private,13,Divorced,Other-service,White,Female,48,>50K
42.0,Private,9,Married,Adm-clerical,White,Female,40,<=50K
44.0,Private,9,Never-married,Other-service,White,Female,24,<=50K
25.0,Public,10,Married,Exec-managerial,White,Male,40,>50K
51.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
41.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
26.0,Private,9,Divorced,Sales,White,Female,40,<=50K
20.0,Private,9,Never-married,Sales,White,Female,30,<=50K
24.0,Public,10,Never-married,Adm-clerical,White,Female,40,<=50K
60.0,Public,9,Married,Other-service,White,Male,40,<=50K
17.0,Private,6,Never-married,Other-service,White,Female,12,<=50K
34.0,Private,5,Married,Craft-repair,White,Male,40,<=50K
45.0,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
57.0,Private,4,Married,Craft-repair,White,Male,40,<=50K
40.0,Private,13,Married-spouse-absent,Other-service,Other,Male,40,<=50K
29.0,Private,9,Separated,Other-service,Black,Female,30,<=50K
33.0,Self-employed,9,Never-married,Other-service,Asian-Pac-Islander,Male,40,<=50K
22.0,Private,10,Never-married,Handlers-cleaners,Black,Male,10,<=50K
31.0,Private,9,Separated,Other-service,White,Female,40,<=50K
41.0,Self-employed,10,Married,Sales,White,Male,40,<=50K
19.0,Private,9,Never-married,Other-service,White,Male,25,<=50K
23.0,Private,13,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
65.0,Without-pay,4,Widowed,Farming-fishing,White,Female,50,<=50K
51.0,Private,10,Divorced,Exec-managerial,White,Female,36,<=50K
67.0,Private,10,Married,Sales,White,Male,70,<=50K
20.0,Private,10,Never-married,Craft-repair,White,Male,40,<=50K
26.0,Private,13,Never-married,Adm-clerical,White,Female,40,>50K
45.0,Private,9,Separated,Sales,White,Female,40,<=50K
36.0,Self-employed,9,Married,Farming-fishing,White,Male,65,>50K
42.0,Public,9,Divorced,Adm-clerical,Black,Female,40,<=50K
50.0,Private,9,Married,Protective-serv,White,Male,38,>50K
25.0,Private,13,Married,Exec-managerial,White,Male,55,>50K
42.0,Private,4,Married,Transport-moving,White,Male,40,<=50K
34.0,Public,14,Separated,Prof-specialty,White,Female,40,<=50K
37.0,Self-employed,10,Married,Craft-repair,White,Male,70,<=50K
25.0,Public,13,Never-married,Adm-clerical,Black,Female,40,<=50K
37.0,Private,9,Married,Craft-repair,White,Male,72,<=50K
18.0,Private,10,Never-married,Sales,White,Female,20,<=50K
56.0,Private,5,Divorced,Craft-repair,White,Male,40,<=50K
33.0,Private,10,Never-married,Craft-repair,White,Male,80,<=50K
56.0,Private,9,Married,Other-service,White,Female,10,<=50K
51.0,Private,13,Divorced,Adm-clerical,White,Female,40,<=50K
28.0,Public,9,Married,Adm-clerical,White,Female,40,<=50K
34.0,Self-employed,10,Married,Farming-fishing,White,Male,50,<=50K
29.0,Private,10,Never-married,Sales,White,Female,40,<=50K
19.0,Private,10,Never-married,Tech-support,White,Male,30,<=50K
44.0,Self-employed,10,Divorced,Exec-managerial,White,Female,40,<=50K
54.0,Private,12,Married,Tech-support,White,Male,40,>50K
34.0,Private,10,Married,Craft-repair,White,Male,48,>50K
35.0,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
58.0,Private,9,Divorced,Exec-managerial,White,Female,40,<=50K
65.0,Self-employed,7,Married,Exec-managerial,White,Male,35,>50K
36.0,Private,12,Married,Craft-repair,White,Male,35,<=50K
21.0,Public,8,Never-married,Other-service,Black,Male,20,<=50K
34.0,Private,5,Separated,Craft-repair,White,Male,40,<=50K
80.0,Self-employed,4,Married,Farming-fishing,White,Male,30,<=50K
54.0,Private,9,Married,Craft-repair,White,Male,40,>50K
45.0,Self-employed,9,Married,Exec-managerial,White,Male,48,>50K
22.0,Private,9,Never-married,Sales,White,Female,40,<=50K
41.0,Private,11,Married,Tech-support,White,Female,38,>50K
24.0,Private,9,Divorced,Sales,White,Female,38,<=50K
39.0,Private,9,Divorced,Transport-moving,White,Male,60,<=50K
84.0,Self-employed,13,Married,Farming-fishing,White,Male,20,<=50K
57.0,Self-employed,9,Married,Prof-specialty,Black,Male,60,>50K
27.0,Private,9,Never-married,Craft-repair,Other,Male,40,<=50K
46.0,Private,11,Divorced,Adm-clerical,White,Female,40,<=50K
40.0,Private,15,Never-married,Prof-specialty,White,Female,50,>50K
17.0,Private,7,Never-married,Other-service,White,Female,20,<=50K
47.0,Public,9,Married,Transport-moving,Black,Male,50,>50K
38.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
60.0,Private,11,Widowed,Craft-repair,White,Female,30,<=50K
42.0,Private,9,Divorced,Machine-op-inspct,Black,Female,40,<=50K
35.0,Private,10,Married,Adm-clerical,White,Male,50,>50K
38.581836634272356,Self-employed,13,Married,Exec-managerial,White,Male,40,<=50K
40.0,Self-employed,9,Divorced,Transport-moving,White,Male,84,<=50K
44.0,Private,6,Divorced,Adm-clerical,Other,Female,42,<=50K
23.0,Private,13,Never-married,Exec-managerial,White,Female,30,<=50K
47.0,Private,10,Married,Adm-clerical,Black,Female,48,>50K
33.0,Private,13,Never-married,Prof-specialty,White,Female,45,<=50K
32.0,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
25.0,Private,10,Married,Handlers-cleaners,White,Male,16,<=50K
33.0,Private,9,Never-married,Other-service,White,Female,40,<=50K
43.0,Private,9,Married,Craft-repair,White,Male,40,>50K
27.0,Private,13,Never-married,Sales,White,Male,80,>50K
45.0,Private,9,Married,Transport-moving,White,Male,40,<=50K
54.0,Private,2,Married,Other-service,White,Male,35,<=50K
25.0,Private,8,Married,Craft-repair,White,Male,40,>50K
25.0,Private,10,Divorced,Other-service,White,Male,30,<=50K
42.0,Private,14,Never-married,Exec-managerial,White,Female,40,<=50K
45.0,Private,11,Widowed,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
56.0,Private,9,Divorced,Other-service,White,Male,40,<=50K
31.0,Private,10,Married,Exec-managerial,White,Male,40,>50K
33.0,Private,9,Separated,Craft-repair,Amer-Indian-Eskimo,Male,35,<=50K
49.0,Private,13,Divorced,Exec-managerial,Black,Female,40,<=50K
55.0,Private,10,Divorced,Machine-op-inspct,White,Female,40,<=50K
17.0,Private,8,Never-married,Handlers-cleaners,White,Male,15,<=50K
27.0,Private,9,Never-married,Craft-repair,Black,Male,40,<=50K
44.0,Private,12,Divorced,Tech-support,White,Female,40,<=50K
44.0,Private,9,Separated,Adm-clerical,White,Female,40,<=50K
54.0,Private,11,Married,Transport-moving,White,Male,20,<=50K
28.0,Private,11,Married,Machine-op-inspct,White,Male,40,<=50K
22.0,Private,9,Divorced,Tech-support,White,Female,30,<=50K
45.0,Private,9,Divorced,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
27.0,Private,9,Divorced,Craft-repair,White,Male,50,<=50K
40.0,Private,10,Married,Prof-specialty,White,Female,40,<=50K
67.0,Private,10,Divorced,Other-service,Black,Female,41,<=50K
22.0,Private,10,Never-married,Sales,White,Female,17,<=50K
26.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
19.0,Private,9,Never-married,Handlers-cleaners,White,Male,35,<=50K
35.0,Private,7,Married,Sales,White,Male,65,<=50K
40.0,Private,9,Separated,Transport-moving,Black,Male,40,<=50K
20.0,Private,8,Never-married,Adm-clerical,White,Female,40,<=50K
64.0,Private,13,Widowed,Prof-specialty,White,Female,30,<=50K
29.0,Private,13,Never-married,Prof-specialty,White,Male,50,<=50K
30.0,Public,9,Married,Protective-serv,White,Male,40,<=50K
38.0,Private,13,Married,Exec-managerial,White,Male,40,>50K
23.0,Private,9,Never-married,Sales,White,Male,55,<=50K
24.0,Private,6,Divorced,Handlers-cleaners,White,Female,58,<=50K
67.0,Self-employed,9,Widowed,Other-service,White,Female,20,<=50K
20.0,Public,9,Never-married,Handlers-cleaners,Black,Male,40,<=50K
34.0,Private,9,Divorced,Craft-repair,White,Male,44,<=50K
31.0,Private,9,Married,Adm-clerical,White,Female,40,<=50K
37.0,Private,14,Divorced,Exec-managerial,White,Male,65,<=50K
43.0,Public,13,Married,Sales,White,Male,60,<=50K
46.0,Private,12,Married,Craft-repair,White,Male,40,<=50K
40.0,Private,10,Divorced,Prof-specialty,Black,Female,38,<=50K
27.0,Public,9,Married,Other-service,White,Male,40,<=50K
45.0,Self-employed,13,Divorced,Prof-specialty,White,Male,45,<=50K
31.0,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
39.0,Private,10,Divorced,Adm-clerical,White,Female,45,<=50K
18.0,Private,9,Never-married,Other-service,Black,Male,36,<=50K
25.0,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
36.0,Private,7,Never-married,Machine-op-inspct,White,Female,40,<=50K
24.0,Private,6,Never-married,Other-service,White,Male,30,<=50K
68.0,Private,10,Divorced,Sales,White,Female,40,<=50K
24.0,Private,10,Never-married,Tech-support,White,Female,16,<=50K
58.0,Public,14,Married,Prof-specialty,Black,Male,30,>50K
44.0,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
75.0,Self-employed,9,Married,Sales,White,Male,35,<=50K
35.0,Private,14,Married,Prof-specialty,White,Male,45,>50K
42.0,Private,9,Married,Craft-repair,Amer-Indian-Eskimo,Male,60,<=50K
72.0,Private,6,Widowed,Adm-clerical,White,Female,20,<=50K
24.0,Private,13,Never-married,Prof-specialty,White,Male,43,<=50K
34.0,Private,9,Married,Craft-repair,White,Male,55,>50K
47.0,Private,15,Married,Prof-specialty,White,Female,60,>50K
58.0,Private,7,Married,Adm-clerical,White,Male,48,<=50K
22.0,Private,10,Never-married,Adm-clerical,White,Male,40,<=50K
47.0,Public,10,Married,Prof-specialty,White,Male,50,<=50K
37.0,Private,10,Married,Exec-managerial,White,Male,42,>50K
51.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
24.0,Private,10,Never-married,Sales,White,Female,35,<=50K
35.0,Private,9,Married,Adm-clerical,White,Female,42,>50K
39.0,Private,5,Married,Handlers-cleaners,White,Male,40,<=50K
55.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
39.0,Private,8,Married,Transport-moving,White,Male,70,>50K
33.0,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
59.0,Self-employed,4,Married,Craft-repair,White,Male,40,<=50K
50.0,Private,10,Married,Craft-repair,White,Male,40,>50K
69.0,Public,16,Married,Prof-specialty,White,Male,50,>50K
39.0,Private,15,Married,Exec-managerial,White,Female,47,>50K
24.0,Private,9,Never-married,Craft-repair,Black,Male,40,<=50K
31.0,Private,9,Married-spouse-absent,Other-service,White,Female,80,<=50K
43.0,Private,13,Divorced,Sales,White,Male,40,>50K
17.0,Private,5,Never-married,Other-service,Black,Female,40,<=50K
60.0,Self-employed,13,Married,Exec-managerial,White,Male,45,>50K
23.0,Private,7,Never-married,Handlers-cleaners,White,Male,50,<=50K
46.0,Private,12,Married,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
20.0,Private,10,Married,Sales,White,Male,30,<=50K
18.0,Self-employed,10,Never-married,Farming-fishing,White,Male,30,<=50K
58.0,Self-employed,9,Married,Sales,White,Male,40,>50K
49.0,Private,13,Never-married,Exec-managerial,White,Male,40,>50K
38.0,Private,11,Married,Machine-op-inspct,White,Male,48,>50K
34.0,Private,9,Never-married,Sales,White,Female,24,<=50K
34.0,Private,10,Divorced,Adm-clerical,White,Female,30,<=50K
23.0,Private,10,Married,Sales,White,Female,40,<=50K
55.0,Public,14,Widowed,Prof-specialty,White,Female,50,<=50K
21.0,Private,9,Separated,Machine-op-inspct,White,Male,40,<=50K
38.0,Private,4,Divorced,Sales,White,Female,40,<=50K
39.0,Private,10,Married,Exec-managerial,White,Male,48,<=50K
32.0,Self-employed,9,Married,Craft-repair,White,Male,45,<=50K
48.0,Private,9,Married,Craft-repair,White,Male,40,>50K
58.0,Private,9,Married,Sales,White,Male,40,<=50K
64.0,Private,6,Married,Other-service,Black,Male,40,<=50K
59.0,Public,13,Married-spouse-absent,Exec-managerial,White,Female,40,<=50K
43.0,Private,9,Married,Craft-repair,Black,Male,40,<=50K
36.0,Private,12,Married,Exec-managerial,White,Female,37,<=50K
50.0,Public,14,Married,Prof-specialty,White,Male,40,>50K
30.0,Private,10,Married,Craft-repair,White,Male,40,>50K
49.0,Self-employed,10,Married,Exec-managerial,White,Male,50,>50K
36.0,Private,10,Divorced,Prof-specialty,White,Female,45,<=50K
32.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
47.0,Self-employed,15,Never-married,Other-service,White,Male,60,>50K
47.0,Public,13,Never-married,Adm-clerical,Black,Male,40,>50K
30.0,Private,10,Never-married,Craft-repair,Black,Male,40,<=50K
25.0,Private,13,Never-married,Prof-specialty,White,Male,50,<=50K
44.0,Private,9,Married,Craft-repair,Black,Male,40,<=50K
33.0,Private,13,Married,Exec-managerial,White,Male,40,>50K
30.0,Private,13,Never-married,Prof-specialty,Black,Male,50,>50K
40.0,Private,10,Married,Other-service,White,Female,40,<=50K
62.0,Public,14,Married,Adm-clerical,White,Male,40,>50K
63.0,Private,10,Divorced,Other-service,White,Male,40,<=50K
31.0,Private,1,Never-married,Other-service,White,Female,35,<=50K
26.0,Private,13,Never-married,Sales,White,Female,40,<=50K
23.0,Private,10,Never-married,Other-service,White,Male,25,<=50K
32.0,Public,9,Married,Protective-serv,White,Male,43,<=50K
44.0,Private,13,Married,Exec-managerial,Other,Male,40,<=50K
61.0,Self-employed,15,Married,Prof-specialty,White,Male,50,>50K
45.0,Private,13,Married,Transport-moving,White,Male,40,>50K
21.0,Private,10,Never-married,Adm-clerical,White,Male,40,<=50K
33.0,Private,12,Divorced,Machine-op-inspct,White,Female,42,<=50K
34.0,Private,9,Divorced,Other-service,White,Female,36,<=50K
25.0,Private,9,Divorced,Other-service,White,Female,40,<=50K
30.0,Private,9,Never-married,Machine-op-inspct,White,Male,50,<=50K
46.0,Private,11,Married,Craft-repair,White,Male,50,<=50K
34.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
35.0,Private,9,Married,Other-service,White,Female,38,<=50K
51.0,Private,7,Divorced,Transport-moving,White,Male,40,<=50K
51.0,Private,10,Divorced,Craft-repair,White,Male,48,>50K
39.0,Private,10,Divorced,Sales,White,Female,40,<=50K
18.0,Private,10,Never-married,Sales,White,Female,25,<=50K
34.0,Private,13,Married,Sales,White,Male,50,>50K
35.0,Private,13,Never-married,Sales,White,Female,45,>50K
60.0,Private,9,Married,Machine-op-inspct,White,Male,40,>50K
52.0,Public,10,Married,Other-service,White,Male,50,<=50K
37.0,Public,12,Divorced,Protective-serv,Black,Male,38,<=50K
22.0,Private,9,Never-married,Adm-clerical,White,Female,39,<=50K
20.0,Private,9,Never-married,Machine-op-inspct,White,Female,30,<=50K
35.0,Private,9,Married,Craft-repair,White,Male,40,>50K
27.0,Self-employed,5,Never-married,Craft-repair,White,Male,40,<=50K
25.0,Private,13,Never-married,Other-service,Black,Female,24,<=50K
42.0,Private,13,Married,Prof-specialty,White,Male,45,>50K
23.0,Private,6,Never-married,Craft-repair,White,Male,44,<=50K
41.0,Private,10,Married,Adm-clerical,White,Male,46,>50K
27.0,Private,13,Married,Sales,White,Male,25,<=50K
61.0,Private,9,Married,Tech-support,White,Male,40,>50K
46.0,Private,10,Married,Tech-support,White,Male,40,>50K
34.0,Private,13,Married,Exec-managerial,White,Male,50,>50K
36.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
29.0,Private,9,Married,Other-service,White,Female,40,>50K
25.0,Public,10,Married,Protective-serv,White,Male,40,<=50K
44.0,Private,9,Married,Adm-clerical,White,Male,48,>50K
43.0,Self-employed,9,Never-married,Farming-fishing,White,Male,60,<=50K
63.0,Self-employed,13,Married,Sales,White,Male,30,>50K
29.0,Private,13,Never-married,Exec-managerial,White,Male,50,>50K
26.0,Private,10,Never-married,Tech-support,White,Female,40,<=50K
21.0,Public,10,Never-married,Adm-clerical,White,Female,4,<=50K
39.0,Private,9,Never-married,Handlers-cleaners,White,Male,48,<=50K
36.0,Private,9,Divorced,Transport-moving,White,Male,45,>50K
24.0,Private,10,Married,Transport-moving,White,Male,70,>50K
38.0,Private,10,Married,Exec-managerial,White,Male,50,>50K
41.0,Private,9,Separated,Handlers-cleaners,Black,Male,40,<=50K
26.0,Private,10,Never-married,Craft-repair,White,Male,65,<=50K
42.0,Self-employed,13,Married,Exec-managerial,White,Male,60,>50K
36.0,Private,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
29.0,Private,13,Never-married,Prof-specialty,White,Female,40,>50K
20.0,Private,9,Married,Adm-clerical,White,Male,60,<=50K
31.0,Private,9,Married,Transport-moving,White,Male,40,<=50K
36.0,Private,9,Married,Exec-managerial,White,Male,40,<=50K
24.0,Public,10,Married,Prof-specialty,White,Male,40,<=50K
71.0,Private,14,Never-married,Other-service,White,Female,20,<=50K
20.0,Private,10,Never-married,Other-service,White,Female,40,<=50K
24.0,Self-employed,13,Married,Exec-managerial,White,Male,40,>50K
19.0,Private,10,Never-married,Other-service,White,Female,25,<=50K
47.0,Private,14,Married,Exec-managerial,White,Male,40,>50K
32.0,Private,9,Divorced,Sales,White,Male,50,<=50K
24.0,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
26.0,Private,4,Never-married,Other-service,Other,Female,30,<=50K
26.0,Self-employed,9,Never-married,Sales,White,Male,50,<=50K
49.0,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
58.0,Public,9,Married,Exec-managerial,White,Male,40,<=50K
46.0,Private,7,Married,Other-service,Black,Male,40,>50K
34.0,Private,9,Never-married,Machine-op-inspct,Black,Male,40,<=50K
38.0,Public,10,Married,Protective-serv,White,Male,72,<=50K
25.0,Public,13,Never-married,Exec-managerial,White,Male,40,<=50K
32.0,Private,10,Married,Sales,White,Male,50,<=50K
38.0,Public,15,Married,Prof-specialty,White,Male,50,>50K
49.0,Self-employed,9,Married,Craft-repair,White,Male,60,<=50K
44.0,Private,13,Never-married,Adm-clerical,White,Female,37,<=50K
46.0,Private,16,Married,Exec-managerial,White,Male,60,>50K
57.0,Self-employed,9,Separated,Farming-fishing,White,Male,60,>50K
47.0,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
28.0,Private,9,Married,Exec-managerial,White,Female,45,>50K
51.0,Public,10,Divorced,Prof-specialty,White,Female,40,<=50K
29.0,Private,9,Never-married,Sales,White,Female,10,<=50K
35.0,Private,13,Married,Other-service,White,Male,40,<=50K
27.0,Private,10,Married,Sales,White,Male,40,>50K
38.0,Private,10,Married,Craft-repair,White,Male,40,>50K
57.0,Self-employed,15,Married,Prof-specialty,White,Male,35,>50K
23.0,Public,12,Never-married,Exec-managerial,White,Female,40,<=50K
42.0,Self-employed,16,Married,Prof-specialty,White,Male,45,>50K
61.0,Private,9,Married,Exec-managerial,White,Male,50,>50K
22.0,Private,9,Married,Craft-repair,White,Male,30,<=50K
25.0,Private,10,Married,Other-service,White,Female,60,<=50K
22.0,Public,10,Never-married,Prof-specialty,White,Male,15,<=50K
30.0,Private,9,Separated,Other-service,White,Female,36,<=50K
30.0,Private,10,Divorced,Exec-managerial,White,Female,40,<=50K
35.0,Private,9,Never-married,Machine-op-inspct,White,Male,65,<=50K
70.0,Private,13,Widowed,Prof-specialty,White,Female,20,<=50K
41.0,Public,14,Divorced,Prof-specialty,White,Male,40,<=50K
35.0,Self-employed,9,Never-married,Machine-op-inspct,White,Male,40,>50K
19.0,Private,9,Never-married,Adm-clerical,White,Female,28,<=50K
37.0,Self-employed,12,Married,Transport-moving,White,Male,50,>50K
22.0,Private,13,Never-married,Adm-clerical,White,Female,40,<=50K
57.0,Private,14,Divorced,Prof-specialty,White,Female,40,<=50K
48.0,Private,13,Married,Sales,White,Male,45,<=50K
27.0,Private,9,Married,Exec-managerial,White,Male,50,<=50K
63.0,Private,4,Married,Transport-moving,White,Male,60,>50K
31.0,Private,13,Married,Craft-repair,White,Male,40,>50K
51.0,Self-employed,10,Married,Sales,White,Male,50,>50K
41.0,Self-employed,10,Divorced,Prof-specialty,White,Female,15,<=50K
23.0,Private,9,Never-married,Machine-op-inspct,White,Female,40,<=50K
53.0,Public,9,Married,Protective-serv,White,Male,40,<=50K
33.0,Private,9,Never-married,Adm-clerical,White,Male,40,<=50K
43.0,Private,9,Married,Adm-clerical,White,Male,40,<=50K
41.0,Public,9,Married,Adm-clerical,White,Male,40,<=50K
46.0,Private,7,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,40,>50K
41.0,Self-employed,4,Married,Craft-repair,White,Male,40,<=50K
24.0,Public,9,Married,Transport-moving,White,Male,49,>50K
35.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
27.0,Private,10,Married,Farming-fishing,Other,Male,50,<=50K
43.0,Private,9,Married,Handlers-cleaners,White,Male,50,<=50K
43.0,Private,9,Married,Craft-repair,White,Male,40,>50K
30.0,Private,9,Married,Other-service,Black,Male,25,<=50K
82.0,Self-employed,10,Widowed,Sales,White,Male,20,<=50K
53.0,Self-employed,13,Married,Prof-specialty,White,Male,50,<=50K
48.0,Private,10,Divorced,Adm-clerical,White,Female,38,<=50K
33.0,Private,10,Never-married,Exec-managerial,White,Male,45,<=50K
39.0,Private,10,Divorced,Craft-repair,White,Male,40,<=50K
56.0,Private,4,Never-married,Other-service,White,Female,30,<=50K
39.0,Self-employed,10,Divorced,Craft-repair,White,Male,99,<=50K
43.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
50.0,Private,6,Married,Other-service,Black,Male,40,<=50K
21.0,Private,10,Never-married,Adm-clerical,Other,Female,40,<=50K
42.0,Self-employed,14,Married,Exec-managerial,White,Male,40,>50K
36.0,Private,9,Married,Transport-moving,White,Male,70,>50K
69.0,Self-employed,5,Married,Adm-clerical,White,Male,40,<=50K
34.0,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
25.0,Private,11,Never-married,Adm-clerical,White,Female,40,<=50K
37.0,Public,10,Married,Craft-repair,White,Male,43,<=50K
33.0,Private,13,Married,Exec-managerial,White,Male,45,<=50K
20.0,Private,10,Never-married,Protective-serv,White,Female,16,<=50K
32.0,Private,10,Married,Protective-serv,Black,Male,16,<=50K
29.0,Self-employed,9,Married,Transport-moving,White,Male,48,<=50K
22.0,Private,13,Never-married,Prof-specialty,White,Female,9,<=50K
24.0,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
41.0,Private,9,Divorced,Craft-repair,White,Male,44,>50K
41.0,Self-employed,14,Divorced,Handlers-cleaners,White,Male,40,<=50K
23.0,Private,13,Never-married,Adm-clerical,White,Female,23,<=50K
22.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
20.0,Private,10,Never-married,Handlers-cleaners,White,Male,40,<=50K
40.0,Public,10,Never-married,Adm-clerical,White,Female,40,<=50K
35.0,Private,9,Divorced,Sales,White,Female,40,<=50K
39.0,Private,9,Divorced,Adm-clerical,Black,Female,38,<=50K
35.0,Private,9,Divorced,Other-service,White,Female,40,<=50K
27.0,Private,10,Married,Exec-managerial,White,Male,60,<=50K
50.0,Public,14,Married,Prof-specialty,White,Female,40,>50K
38.0,Private,9,Married,Adm-clerical,White,Female,60,<=50K
27.0,Private,9,Married,Machine-op-inspct,White,Male,50,>50K
50.0,Private,9,Married,Craft-repair,White,Male,40,>50K
53.0,Self-employed,13,Married,Exec-managerial,White,Male,48,>50K
25.0,Public,13,Married,Prof-specialty,White,Male,60,<=50K
55.0,Private,9,Married,Other-service,Black,Male,40,<=50K
44.0,Self-employed,10,Married,Other-service,White,Male,40,>50K
61.0,Private,9,Married,Protective-serv,White,Male,40,<=50K
23.0,Private,13,Never-married,Exec-managerial,White,Female,45,<=50K
59.0,Self-employed,9,Married,Transport-moving,White,Male,40,>50K
38.0,Private,9,Married,Sales,White,Male,55,<=50K
21.0,Private,10,Married,Machine-op-inspct,White,Male,20,<=50K
21.0,Private,10,Never-married,Other-service,White,Female,30,<=50K
30.0,Self-employed,11,Divorced,Machine-op-inspct,White,Female,40,<=50K
29.0,Private,10,Divorced,Other-service,White,Female,35,<=50K
